,,,,,,,,,,,,,325.630526105221,
2012,Ram,1500,SLT,Quad Cab,or,2.3,69429,white,gray,fifth third bank,16950,13300,3650,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2012,Ram,1500,ST,Quad Cab,ut,2.5,43937,silver,gray,excell auto center,20800,17500,3300,Wed Dec 17 2014 11:30:00 GMT-0800 (PST)
2012,Ram,1500,ST,Quad Cab,pa,2.7,93916,green,black,ge fleet services for itself/servicer,14150,13000,1150,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2012,Ram,1500,ST,Crew Cab,mi,5,41022,gray,gray,kevins marysville auto sales inc,22000,23100,-1100,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2012,Ram,1500,ST,Regular Cab,nc,4.2,20507,gold,—,santander consumer,15950,13800,2150,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2012,Ram,1500,ST,Quad Cab,ne,1.9,83520,white,gray,enterprise vehicle exchange/davenport,13700,9100,4600,Thu Jan 08 2015 10:30:00 GMT-0800 (PST)
2012,Ram,1500,Laramie Longhorn Edition,Crew Cab,mi,2.9,60234,burgundy,brown,stratford hyundai,29100,27000,2100,Thu Jan 08 2015 01:30:00 GMT-0800 (PST)
2012,Ram,1500,ST,Crew Cab,ga,4.2,51193,red,black,young motors llc,21500,23600,-2100,Thu Jan 08 2015 02:00:00 GMT-0800 (PST)
2014,Ram,1500,Sport,Crew Cab,mo,4.2,12367,red,black,budget rac of memphis,34900,34100,800,Tue Jan 06 2015 11:00:00 GMT-0800 (PST)
2014,Ram,1500,Sport,Crew Cab,mo,4.5,14679,white,black,kc landsmen ars,33900,34500,-600,Wed Jan 14 2015 02:00:00 GMT-0800 (PST)
2014,Ram,1500,Sport,Crew Cab,mo,4.3,13487,red,black,budget rac of memphis,34700,34300,400,Tue Jan 06 2015 11:00:00 GMT-0800 (PST)
2009,chevrolet,2500,slv 4x2 rg work truck,,ca,3,93884,white,black,tradewinds remarketing,10900,10600,300,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2005,chevrolet,2500,slv 4x2 rg,,ca,2,213294,white,black,system electric co,3525,2100,1425,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2008,chevrolet,2500,slv 4x2 ex work truck,,ca,2.8,137915,white,gray,premium auto wholesale,7300,10300,-3000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ram,2500,ST,Crew Cab,ca,4.6,31537,white,—,century dealer services corp,31100,36000,-4900,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2014,Ram,2500,SLT,Crew Cab,ca,4.4,20167,silver,gray,enterprise veh exchange/rental,28000,29000,-1000,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Ram,2500,Tradesman,Crew Cab,ca,4.2,12542,white,black,california fleet inc,33700,36750,-3050,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ram,2500,Laramie,Crew Cab,ut,3.5,129501,white,black,auto focus inc,28500,21000,7500,Wed Jan 14 2015 03:30:00 GMT-0800 (PST)
2012,Ram,2500,SLT,Crew Cab,tx,,83941,white,—,sun coast fleet services,21200,19100,2100,Wed Dec 17 2014 10:00:00 GMT-0800 (PST)
2012,Ram,2500,ST,Crew Cab,tx,3.3,83040,white,black,tdaf remarketing,24700,26250,-1550,Tue Dec 23 2014 10:10:00 GMT-0800 (PST)
2012,Ram,2500,Laramie Longhorn Edition,Crew Cab,pa,4.6,27163,white,brown,a and d motors llc,42500,42000,500,Fri Dec 19 2014 09:30:00 GMT-0800 (PST)
2012,Ram,2500,SLT,Crew Cab,pa,2.5,35715,white,—,tdaf remarketing,31700,29600,2100,Fri Jan 02 2015 09:00:00 GMT-0800 (PST)
2012,Ram,2500,ST,Crew Cab,tn,3.1,152570,—,gray,sullivan auto group llc,8050,11000,-2950,Tue Mar 03 2015 02:30:00 GMT-0800 (PST)
2012,Ram,2500,SLT,Crew Cab,pa,2.2,33705,white,black,tdaf remarketing,32000,27600,4400,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2012,Ram,2500,Laramie,Crew Cab,tx,2.9,66736,white,black,woodhouse ford inc,37300,36750,550,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2012,Ram,2500,SLT,Crew Cab,pa,1.9,56152,gray,gray,tdaf remarketing,29300,28700,600,Fri Jan 30 2015 01:00:00 GMT-0800 (PST)
2012,Ram,2500,SLT,Crew Cab,tx,,65680,black,black,pro financial inc,27300,28500,-1200,Wed Dec 17 2014 10:20:00 GMT-0800 (PST)
2012,Ram,2500,ST,Crew Cab,tx,,66350,white,—,fairway ford henderson,18800,20500,-1700,Mon Dec 22 2014 10:00:00 GMT-0800 (PST)
2012,Ram,2500,Laramie Longhorn Edition,Crew Cab,tx,,58129,white,brown,jerry's gm,38900,39750,-850,Fri Dec 19 2014 14:00:00 GMT-0800 (PST)
2012,Ram,2500,Laramie,Crew Cab,tx,3.2,74960,gray,gray,woodhouse ford inc,36500,35000,1500,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2014,Ram,3500,SLT,Crew Cab,ca,2,17210,white,gray,enterprise vehicle exchange / tra / rental / tulsa,38400,31600,6800,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2012,Ram,3500,ST,Crew Cab,tx,2.7,104822,black,black,tdaf remarketing,25900,25750,150,Wed Dec 31 2014 10:15:00 GMT-0800 (PST)
2012,Ram,3500,SLT,Crew Cab,wi,4.4,33249,blue,gray,riverside auto sales inc,36600,35400,1200,Wed Jan 07 2015 10:00:00 GMT-0800 (PST)
2012,Ram,3500,Laramie,Crew Cab,in,1,154633,white,black,chrysler capital,31200,19600,11600,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Ram,3500,Laramie,Crew Cab,tx,,24048,black,tan,fairway ford henderson,41700,41500,200,Fri Dec 19 2014 11:00:00 GMT-0800 (PST)
2012,Ram,3500,ST,Crew Cab,tx,,57990,black,—,all american chevrolet of killeen,30700,30000,700,Wed Dec 17 2014 10:20:00 GMT-0800 (PST)
2012,BMW,1 Series,135i,Coupe,ca,4.1,16288,blue,—,financial services remarketing (lease),26900,27500,-600,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,1 Series,128i,Convertible,ca,4.4,28509,blue,brown,financial services remarketing (lease),23300,22750,550,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2012,BMW,1 Series,128i,Coupe,ca,2.9,37168,blue,gray,financial services remarketing (lease),18100,18000,100,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,1 Series,128i,Convertible,ca,3.5,24380,black,black,financial services remarketing (lease),24100,35500,-11400,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,1 Series,128i,Convertible,ca,4.6,15311,white,—,financial services remarketing (lease),25000,25000,0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,1 Series,128i,Convertible,ca,4.3,33965,blue,—,financial services remarketing (lease),23200,22750,450,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,1 Series,128i,Convertible,ca,4.7,30653,black,black,financial services remarketing (lease),23500,22000,1500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2010,BMW,1 Series,128i,Convertible,ca,4.4,19448,white,tan,aaero sweet company,18300,19000,-700,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,BMW,1 Series,128i,Coupe,ca,3.4,46505,black,black,acura north scottsdale,16800,14750,2050,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2009,BMW,1 Series,135i,Convertible,ca,4.2,40407,gray,black,auto city sales/leasing,17450,17200,250,Tue Jan 06 2015 04:30:00 GMT-0800 (PST)
2009,BMW,1 Series,128i,Convertible,ca,4.3,77269,gray,gray,high bid trading co inc,10500,14250,-3750,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2011,BMW,1 Series,128i,Coupe,pa,3.5,44355,black,black,ryan mtrs of morristown inc,15550,14700,850,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2011,BMW,1 Series,128i,Convertible,ga,4.1,54240,red,gray,young motors llc,16850,16000,850,Tue Dec 23 2014 12:50:00 GMT-0800 (PST)
1998,Nissan,200SX,SE,Coupe,ca,2.7,131413,red,gray,wondries toyota,1125,1400,-275,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2014,BMW,3 Series,328i SULEV,Sedan,ca,4.5,1331,gray,black,financial services remarketing (lease),31900,30000,1900,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2014,BMW,3 Series,328i SULEV,Sedan,ca,5,111,black,—,financial services remarketing (lease),32200,30500,1700,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2014,BMW,3 Series,328i SULEV,Sedan,ca,4.5,9027,white,black,financial services remarketing (lease),30200,27500,2700,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,BMW,3 Series,335is,Convertible,ca,3.8,14149,black,black,financial services remarketing (lease),39900,40500,-600,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,ca,3.1,27675,blue,gray,financial services remarketing (lease),28200,25750,2450,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,ca,3.7,35711,blue,beige,walters auto sales/service inc,27700,25500,2200,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,335i,Coupe,ca,4.5,37632,gray,tan,financial services remarketing (lease),30200,32000,-1800,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Sedan,ca,4.5,29157,brown,black,financial services remarketing (lease),24600,24750,-150,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,335i,Coupe,ca,4.5,23777,gray,—,financial services remarketing (lease),31800,33250,-1450,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,ca,4.8,14910,gray,gray,financial services remarketing (lease),30700,31500,-800,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,ca,4.2,31388,gray,black,financial services remarketing (lease),28300,27500,800,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,ca,3.6,32456,blue,off-white,financial services remarketing (lease),27500,26750,750,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,ca,3.5,35000,silver,off-white,financial services remarketing (lease),27800,27500,300,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,335i,Convertible,ca,4.3,37509,black,—,financial services remarketing (lease),29800,31500,-1700,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Sedan,ca,4.4,19411,gray,—,financial services remarketing (lease),26600,27250,-650,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Coupe,ca,4.7,26086,black,black,financial services remarketing (lease),22300,22750,-450,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Sedan,ca,2,25355,white,beige,gm financial,25300,14750,10550,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
2012,BMW,3 Series,335i,Coupe,ca,4.2,27312,gray,gray,financial services remarketing (lease),31300,33000,-1700,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,ca,4.9,33355,gray,black,financial services remarketing (lease),28000,27500,500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Sedan,ca,4.1,36617,black,black,financial services remarketing (lease),23900,23500,400,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,335i,Coupe,ca,4.7,16827,black,beige,financial services remarketing (lease),32600,34750,-2150,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Coupe,ca,2.8,20163,black,black,financial services remarketing (lease),23000,20000,3000,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Coupe,ca,2.7,18057,white,black,financial services remarketing (lease),23000,22250,750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,ca,2.8,13661,black,—,financial services remarketing (lease),29400,28250,1150,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,ca,4.9,27272,gray,tan,financial services remarketing (lease),28900,31750,-2850,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,ca,2.9,37032,black,black,financial services remarketing (lease),26300,25000,1300,Tue Feb 03 2015 04:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Sedan,ca,4.8,23936,white,—,financial services remarketing (lease),26900,28000,-1100,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,335is,Convertible,ca,3.6,48143,black,black,financial services remarketing (lease),33800,33000,800,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,ca,4.3,29297,white,black,financial services remarketing (lease),28600,30000,-1400,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Coupe,ca,2.9,61573,white,—,financial services remarketing (lease),20000,19000,1000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Sedan,ca,4.7,44099,white,—,financial services remarketing (lease),23300,23250,50,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Coupe,ca,4,36013,black,black,financial services remarketing (lease),21900,21000,900,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Coupe,ca,4.4,47581,white,off-white,financial services remarketing (lease),20900,21250,-350,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Sedan,ca,2.8,54355,gray,black,walters auto sales/service inc,22000,22000,0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,ca,4.3,26425,blue,brown,financial services remarketing (lease),29000,29000,0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Sedan,ca,,57117,gray,—,onemain rem/manheim san francisco bay,22400,17500,4900,Wed Dec 17 2014 00:00:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,ca,4.7,17453,blue,black,financial services remarketing (lease),30300,31250,-950,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Coupe,ca,3.9,38166,white,—,financial services remarketing (lease),21600,22750,-1150,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Sedan,ca,4.1,30875,white,—,financial services remarketing (lease),25700,41000,-15300,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,ca,2.7,26285,gray,gray,financial services remarketing (lease),28800,26500,2300,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,ca,4.7,35006,white,tan,financial services remarketing (lease),27800,27300,500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Coupe,ca,2.8,31272,white,black,financial services remarketing (lease),20700,21750,-1050,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Convertible,ca,3.9,31946,black,black,financial services remarketing (lease),28200,27000,1200,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,4,52875,black,beige,financial services remarketing (lease),16950,18000,-1050,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,4.3,31315,black,black,financial services remarketing (lease),19850,20750,-900,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,4.6,11802,gray,beige,financial services remarketing (lease),22500,23000,-500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Sedan,ca,4.3,42012,gray,black,financial services remarketing (lease),23700,25500,-1800,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,4.2,33322,blue,black,financial services remarketing (lease),19600,20000,-400,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,4.3,13579,green,—,financial services remarketing (lease),22400,20500,1900,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Sedan,ca,4.4,23723,white,black,financial services remarketing (lease),26100,28500,-2400,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,4.1,29856,gray,black,financial services remarketing (lease),20100,22000,-1900,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,4.9,24496,gray,black,financial services remarketing (lease),21000,20500,500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,3.5,17914,black,black,financial services remarketing (lease),21700,22250,-550,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,3.9,38514,blue,gray,financial services remarketing (lease),18900,21000,-2100,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,4.8,24949,white,black,financial services remarketing (lease),20700,22250,-1550,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Sedan,ca,4.5,10492,white,black,financial services remarketing (lease),27800,30000,-2200,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,3.6,43616,black,beige,financial services remarketing (lease),18200,19000,-800,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Convertible,ca,4.5,13179,black,gray,financial services remarketing (lease),30600,31750,-1150,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,3.6,28727,black,black,financial services remarketing (lease),20200,20750,-550,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,4.4,43583,black,black,financial services remarketing (lease),18200,19250,-1050,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,4.3,36736,white,black,financial services remarketing (lease),19150,20000,-850,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Sedan,ca,4.4,31517,white,gray,financial services remarketing (lease),25000,26250,-1250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,3.4,26258,white,black,financial services remarketing (lease),20500,20500,0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,ca,3.8,17332,black,gray,financial services remarketing (lease),21900,22250,-350,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,ca,4.3,25000,black,black,financial services remarketing (lease),21100,22500,-1400,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,3.4,61948,gray,black,financial services remarketing (lease),16250,17000,-750,Tue Jan 06 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,3.6,57023,gray,black,financial services remarketing (lease),16400,17000,-600,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,4.3,30673,black,black,financial services remarketing (lease),19950,21000,-1050,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,4,56559,white,black,aaero sweet company,16550,17250,-700,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,3.1,29482,white,black,financial services remarketing (lease),20700,15000,5700,Tue Jan 06 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,ca,3.5,27154,gray,black,financial services remarketing (lease),20800,21500,-700,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,3.8,17962,black,black,financial services remarketing (lease),21700,22500,-800,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,4.5,27335,black,black,financial services remarketing (lease),20400,25000,-4600,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,3.7,37846,black,beige,mckenna audi/mckenna bmw,19050,16600,2450,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,4.2,40691,white,black,financial services remarketing (lease),19050,18750,300,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,4.3,54792,gray,black,financial services remarketing (lease),16700,17500,-800,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,4.9,25219,gray,gray,financial services remarketing (lease),20700,21500,-800,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,4.7,30014,white,beige,financial services remarketing (lease),20400,19500,900,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,3.7,31324,white,gray,financial services remarketing (lease),19850,20500,-650,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,3.7,39447,white,tan,financial services remarketing (lease),18750,21750,-3000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Convertible,ca,2.9,28153,white,black,financial services remarketing (lease),28700,28000,700,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Sedan,ca,4.4,75058,black,black,lease remarketing services inc,18950,20650,-1700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Coupe,ca,3.8,21150,white,gray,financial services remarketing (lease),21600,22250,-650,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Convertible,ca,3.7,26878,gray,—,financial services remarketing (lease),28100,26000,2100,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Convertible,ca,3.4,28610,black,black,financial services remarketing (lease),26200,25000,1200,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,4,30889,white,black,financial services remarketing (lease),19900,21750,-1850,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,4.5,14893,black,black,financial services remarketing (lease),22100,23000,-900,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Sedan,ca,3.8,45284,white,black,financial services remarketing (lease),23200,25750,-2550,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Sedan,ca,4.6,40027,gray,black,financial services remarketing (lease),24200,24000,200,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,3.9,44401,black,gray,financial services remarketing (lease),18100,19500,-1400,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,4.9,10609,black,black,financial services remarketing (lease),22600,23250,-650,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,4.3,30669,white,black,financial services remarketing (lease),19950,22750,-2800,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Sedan,ca,2.7,34599,black,tan,a and a auto mart inc,25100,21700,3400,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,ca,3.4,19170,gray,black,financial services remarketing (lease),21700,20300,1400,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,4.5,31602,white,black,financial services remarketing (lease),19850,20500,-650,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,3.4,49485,white,gray,financial services remarketing (lease),17450,18500,-1050,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Wagon,ca,4.4,32741,white,beige,financial services remarketing (lease),22600,24750,-2150,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,4.5,14055,white,tan,financial services remarketing (lease),22300,21100,1200,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,4.2,30107,black,black,financial services remarketing (lease),20000,21750,-1750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,3.7,23281,black,gray,financial services remarketing (lease),20900,21000,-100,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Convertible,ca,2.4,31572,white,—,financial services remarketing (lease),25800,23500,2300,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,ca,3.9,17258,black,black,financial services remarketing (lease),21900,22750,-850,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,ca,3.5,27588,black,tan,financial services remarketing (lease),20800,20500,300,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Coupe,ca,4,62300,black,brown,century dealer services corp,17850,16800,1050,Wed Jan 07 2015 12:00:00 GMT-0800 (PST)
