rev_Mean,mou_Mean,totmrc_Mean,da_Mean,ovrmou_Mean,ovrrev_Mean,vceovr_Mean,datovr_Mean,roam_Mean,change_mou,change_rev,drop_vce_Mean,drop_dat_Mean,blck_vce_Mean,blck_dat_Mean,unan_vce_Mean,unan_dat_Mean,plcd_vce_Mean,plcd_dat_Mean,recv_vce_Mean,recv_sms_Mean,comp_vce_Mean,comp_dat_Mean,custcare_Mean,ccrndmou_Mean,cc_mou_Mean,inonemin_Mean,threeway_Mean,mou_cvce_Mean,mou_cdat_Mean,mou_rvce_Mean,owylis_vce_Mean,mouowylisv_Mean,iwylis_vce_Mean,mouiwylisv_Mean,peak_vce_Mean,peak_dat_Mean,mou_peav_Mean,mou_pead_Mean,opk_vce_Mean,opk_dat_Mean,mou_opkv_Mean,mou_opkd_Mean,drop_blk_Mean,attempt_Mean,complete_Mean,callfwdv_Mean,callwait_Mean,churn,months,uniqsubs,actvsubs,new_cell,crclscod,asl_flag,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,prizm_social_one,area,dualband,refurb_new,hnd_price,phones,models,hnd_webcap,truck,rv,ownrent,lor,dwlltype,marital,adults,infobase,income,numbcars,HHstatin,dwllsize,forgntvl,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,eqpdays,Customer_ID
63,1181,10,4,120,48,48,0,0,156,46,3,0,4,0,58,0,383,0,88,0,319,0,4,9,5,32,1,584,0,224,164,220,55,141,319,0,650,0,86,0,158,0,7,383,319,0,8,1,51,2,2,N,A,N,16223,42351,3320,3227,42036,16074,67,876,335,1129,453,49,1064,446,64,S,CENTRAL/SOUTH TEXAS AREA,N,N,130,5,5,WCMB,0,0,O,4,S,A,5,M,8,2,I,A,0,N,U,Y,U,U,U,Y,143,1000174
109,2298,85,5,232,23,23,0,0,-130,-15,17,0,10,0,57,0,412,0,183,0,334,0,0,2,2,55,0,1093,0,582,29,53,18,32,391,0,1301,0,121,0,374,0,26,412,334,0,19,0,53,2,1,N,B,N,28062,91200,5170,5035,90046,27705,101,1801,554,2341,713,114,2019,653,106,R,CENTRAL/SOUTH TEXAS AREA,Y,N,150,6,5,WCMB,1,1,O,8,M,A,6,M,6,1,C,A,0,N,U,U,U,U,U,Y,153,1000176
91,1710,75,0,156,16,16,0,0,-922,-16,7,0,20,0,72,0,567,0,402,0,472,0,2,13,12,203,0,750,0,592,39,38,70,104,800,0,1250,0,70,0,91,0,27,567,472,0,52,1,55,3,3,Y,BA,N,56824,98938,5101,4766,98327,56530,93,1928,1108,2017,1092,96,2071,1139,98,R,CENTRAL/SOUTH TEXAS AREA,Y,N,150,6,6,WCMB,1,0,O,15,S,M,3,M,5,2,C,A,1,F,U,U,U,U,U,Y,132,1000178
285,3794,75,2,1949,195,195,0,0,438,38,16,0,27,0,105,0,1107,0,313,0,962,0,0,0,0,107,0,2051,0,835,27,36,12,31,1159,0,2634,0,112,0,252,0,44,1107,962,0,66,1,51,1,1,N,A,N,42111,107547,7369,7224,106972,41884,147,2183,855,3648,1442,272,3351,1317,244,S,DALLAS AREA,Y,R,100,8,6,WCMB,1,0,O,2,S,M,3,M,6,1,C,A,0,N,U,U,U,Y,U,Y,88,1000179
103,866,38,0,216,22,22,0,41,-100,-48,3,0,5,0,36,0,311,0,14,0,267,0,0,0,0,4,0,441,0,36,24,19,2,3,268,0,459,0,13,0,18,0,8,311,267,0,0,0,49,1,1,Y,B,N,12623,29886,3322,3247,29669,12518,68,618,261,899,376,119,780,324,98,S,MIDWEST AREA,Y,R,30,4,3,WCMB,1,0,O,12,S,M,2,M,5,1,C,A,0,G,U,U,U,U,U,Y,418,1000181
164,1410,75,8,0,0,0,0,1,-520,-70,24,0,25,0,67,0,534,0,64,0,422,0,0,0,0,19,0,818,0,202,49,62,5,7,456,0,975,0,25,0,45,0,49,534,422,0,11,1,51,1,1,N,B,N,17183,41621,4987,4880,41397,17081,98,828,342,1583,598,187,1227,479,145,C,DALLAS AREA,Y,N,80,3,3,WCMB,1,1,O,7,S,M,3,M,7,1,C,A,0,S,U,U,U,U,U,Y,395,1000182
41,71,40,0,0,0,0,0,1,-21,-1,0,0,0,0,5,0,14,0,11,0,8,0,0,0,0,5,0,8,0,18,1,1,0,0,17,0,18,0,3,0,7,0,0,14,8,0,0,0,53,1,1,Y,A,N,1842,3295,1822,1772,3147,1763,36,64,36,78,51,41,64,44,41,R,MIDWEST AREA,Y,N,130,6,3,WCMB,0,0,O,7,S,M,2,M,6,3,C,A,0,U,U,U,U,U,Y,Y,561,1000185
30,98,36,0,3,1,0,1,0,36,0,1,0,1,0,7,0,20,1,25,0,13,1,0,0,0,9,0,20,2,54,3,3,7,15,22,1,49,2,15,0,25,0,2,21,14,0,0,0,51,1,1,Y,A,N,1577,3059,1298,1266,2935,1521,26,61,32,87,38,30,68,33,27,S,MIDWEST AREA,Y,N,130,3,2,WCMB,1,1,O,15,S,M,4,M,7,2,I,A,0,N,U,U,U,U,U,Y,94,1000187
106,636,53,0,54,5,5,0,1,-397,-36,1,0,22,0,70,0,219,0,92,0,126,0,0,0,0,31,0,260,0,287,36,59,14,36,166,0,467,0,51,0,80,0,23,219,126,0,0,0,55,2,2,Y,A,N,9821,22135,4393,4306,22094,9805,80,409,182,769,310,118,761,308,123,T,CENTRAL/SOUTH TEXAS AREA,Y,N,150,4,3,WCMB,1,1,O,6,S,M,6,M,1,2,C,A,0,H,U,U,Y,Y,U,Y,253,1000190
92,852,75,5,0,0,0,0,5,66,2,14,0,9,0,25,0,236,0,120,0,196,0,0,2,2,48,0,338,0,203,23,47,2,8,243,0,427,0,66,0,113,0,23,236,196,0,3,1,51,2,2,N,A,N,16861,38139,4286,4187,37954,16775,84,759,336,831,404,91,796,389,93,S,DALLAS AREA,Y,N,200,4,3,WCMB,1,1,O,6,S,S,6,M,5,1,C,A,1,D,U,U,Y,U,U,Y,135,1000193
174,464,160,0,1,0,0,0,0,-224,8,10,0,0,0,16,0,106,0,110,0,87,0,0,4,3,56,1,165,1,315,39,48,14,46,135,0,432,1,38,0,48,0,10,107,88,0,0,1,55,2,2,Y,A,N,15839,39970,5732,5695,39889,15798,108,753,298,539,152,171,655,186,171,U,NEW YORK CITY AREA,Y,R,80,9,5,WCMB,0,0,O,5,M,S,5,M,6,1,C,N,0,O,U,U,U,U,U,Y,542,1000194
75,1386,75,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,2,2,Y,B,N,33091,75100,4678,4623,75047,33067,86,1390,612,1325,542,75,1477,599,86,U,HOUSTON AREA,Y,N,130,5,4,WCMB,1,1,O,5,M,M,2,M,9,1,C,B,0,F,U,U,Y,U,U,Y,165,1000202
29,50,30,0,0,0,0,0,0,-12,0,0,0,0,0,2,0,17,0,6,0,15,0,0,0,0,3,0,30,0,9,3,3,0,0,15,0,30,0,6,0,9,0,0,17,15,0,0,1,51,1,1,N,A,N,460,1061,1290,1272,1059,458,25,21,9,54,25,28,34,16,29,S,DALLAS AREA,Y,N,80,2,2,WCMB,1,0,O,3,S,M,2,M,8,1,C,A,0,N,U,U,U,U,U,Y,503,1000204
50,485,50,2,8,1,1,0,0,135,1,2,0,3,0,20,0,142,0,83,0,117,0,2,5,5,38,0,160,0,145,25,20,6,4,170,0,270,0,30,0,36,0,5,142,117,0,1,0,53,1,1,N,C,N,11991,23846,2824,2764,23781,11953,53,457,230,440,258,50,535,295,57,S,OHIO AREA,Y,R,100,4,4,WCMB,0,0,O,1,S,M,3,M,4,2,C,A,0,N,U,U,Y,U,Y,Y,318,1000205
51,194,20,1,144,29,29,0,0,102,20,1,0,0,0,4,0,54,0,17,0,49,0,0,0,0,8,0,92,0,26,14,15,5,10,53,0,104,0,10,0,13,0,1,54,49,0,0,0,49,2,2,N,A,N,2136,4813,1709,1684,4790,2124,35,100,44,160,68,44,134,60,39,S,SOUTHWEST AREA,N,N,130,3,3,WCMB,1,1,O,6,S,M,4,M,7,1,C,B,1,J,U,U,U,Y,Y,Y,315,1000207
167,3206,83,4,537,54,54,0,16,265,3,11,0,13,0,94,0,626,0,529,0,516,0,0,0,0,249,0,669,0,1514,117,59,34,39,603,0,1138,0,434,0,1044,0,24,626,516,0,45,0,49,3,3,Y,A,N,53619,120999,7149,7053,120977,53602,147,2520,1117,3118,1443,166,2963,1489,142,S,CENTRAL/SOUTH TEXAS AREA,Y,N,150,8,5,WCMB,1,0,O,7,S,M,2,M,5,2,I,A,0,H,Y,Y,Y,Y,U,Y,77,1000210
112,1161,105,0,32,8,8,0,0,-43,-7,2,0,6,0,67,0,360,0,218,0,287,0,0,0,0,90,0,457,0,403,36,25,6,13,444,0,796,0,59,0,63,0,8,360,287,0,12,0,55,1,1,Y,A,N,36892,67399,6179,6085,66608,36472,115,1257,688,1175,634,114,1216,670,116,U,HOUSTON AREA,Y,R,130,8,7,WCMB,0,0,O,8,S,A,3,M,5,2,C,A,0,I,U,U,U,U,U,Y,299,1000211
91,1156,90,6,5,2,0,2,0,-4,3,15,1,1,0,39,0,208,37,152,3,161,36,4,17,14,78,0,361,143,411,58,33,2,11,184,22,570,78,101,14,203,65,17,245,197,0,2,0,51,2,1,Y,BA,N,23924,53022,4591,4508,52793,23808,90,1056,476,1157,321,90,992,275,89,S,SOUTHWEST AREA,Y,N,200,7,6,WCMB,1,0,O,12,S,S,6,M,4,3,I,A,0,H,U,U,U,U,Y,Y,506,1000212
19,1,20,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,1,1,N,A,N,72085,102388,4599,4484,102201,71978,92,2086,1469,1,0,19,633,444,35,S,SOUTHWEST AREA,Y,R,80,10,6,WCMB,1,1,O,13,S,M,2,M,6,2,C,A,0,U,U,U,U,U,U,Y,198,1000220
106,1458,85,1,91,23,23,0,0,36,-17,7,0,3,0,66,0,351,0,94,0,277,0,2,4,2,32,0,621,0,346,69,67,29,58,261,0,668,0,108,0,299,0,10,351,277,0,19,1,53,2,2,N,A,N,25580,67355,4826,4724,66878,25367,96,1365,518,1446,464,112,1787,541,169,C,DALLAS AREA,Y,N,60,3,3,WCMB,0,0,O,5,S,U,2,M,6,2,C,A,0,G,Y,U,U,U,U,Y,452,1000221
88,699,80,0,0,0,0,0,3,-86,-3,7,0,7,0,10,0,231,0,128,0,210,0,1,5,4,61,0,275,0,272,72,102,31,66,246,0,408,0,89,0,139,0,14,231,210,0,5,0,55,1,1,N,C,N,31468,56590,4561,4408,55255,30691,83,1043,579,728,394,88,847,459,93,U,DALLAS AREA,Y,N,200,5,5,WCMB,0,0,O,4,S,B,1,M,3,1,C,A,0,N,U,U,U,U,U,Y,99,1000230
125,594,102,0,0,0,0,0,0,134,-41,2,1,5,0,16,0,106,9,31,0,83,7,2,10,10,12,0,178,28,91,11,13,1,0,80,3,181,13,34,4,88,15,8,114,91,0,1,1,51,1,1,N,D,Y,10286,23244,1932,1840,23076,10199,88,1099,486,1196,485,98,1666,619,114,S,OHIO AREA,Y,N,200,3,2,WCMB,0,0,O,2,S,S,3,M,6,1,C,A,0,N,U,U,U,U,U,Y,61,1000237
75,2,75,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,2,1,0,0,3,0,1,0,0,0,0,0,0,3,3,0,0,0,55,2,2,Y,A,N,12550,29652,4285,4162,29471,12478,78,556,235,2,2,75,1,1,75,S,DALLAS AREA,N,N,80,2,2,WC,1,1,O,7,S,M,4,M,9,2,C,A,0,N,U,U,U,U,U,Y,799,1000240
48,256,50,0,0,0,0,0,0,-182,0,4,0,1,0,20,0,163,0,17,0,138,0,0,0,0,12,0,203,0,12,24,21,6,5,101,0,157,0,51,0,58,0,5,163,138,0,1,1,55,4,4,Y,A,N,16473,30430,3281,3189,30085,16232,60,568,306,316,154,48,323,148,49,S,SOUTHWEST AREA,N,N,60,3,3,WC,1,1,O,8,S,S,5,M,9,3,C,A,1,N,U,U,U,U,U,Y,1088,1000241
34,399,32,2,0,0,0,0,0,151,1,1,0,3,0,28,0,137,0,25,0,105,0,0,0,0,7,0,197,0,80,15,15,1,1,115,0,243,0,15,0,34,0,5,137,105,0,0,0,51,2,2,N,A,N,7352,19719,2419,2329,19623,7316,48,400,149,349,142,34,370,146,34,T,CENTRAL/SOUTH TEXAS AREA,Y,N,150,5,4,WCMB,0,0,O,15,S,M,5,M,7,2,C,A,1,S,U,U,U,U,U,Y,47,1000244
54,144,50,0,0,0,0,0,0,72,0,1,0,0,0,6,0,24,0,36,0,18,0,0,2,2,23,0,21,0,41,8,10,0,2,29,0,33,0,20,0,29,0,1,24,18,0,0,0,49,3,1,Y,A,N,32064,50155,3968,3890,49870,31874,83,1061,678,119,58,54,116,51,52,S,NORTHWEST/ROCKY MOUNTAIN AREA,Y,R,80,6,5,WCMB,1,0,O,4,S,U,2,M,5,1,C,A,0,N,U,U,U,U,U,Y,325,1000246
135,2489,85,0,443,44,44,0,5,-1597,-50,44,0,15,0,147,0,797,0,461,0,614,0,0,3,3,164,0,1062,0,831,163,141,184,346,842,0,1458,0,211,0,436,0,59,797,614,0,31,1,55,2,2,Y,A,N,80295,143007,6820,6683,142431,79930,126,2687,1508,3022,1589,152,2951,1556,145,R,CENTRAL/SOUTH TEXAS AREA,Y,N,30,6,5,WC,1,0,O,12,S,A,4,M,2,1,C,A,0,N,U,U,U,U,U,Y,109,1000247
75,241,70,2,0,0,0,0,0,-70,1,1,0,1,0,4,0,70,0,32,0,64,0,0,0,0,13,0,115,0,70,10,7,3,13,76,0,143,0,21,0,41,0,2,70,64,0,1,1,51,1,1,N,A,N,8857,23622,3973,3676,23428,8813,75,478,180,264,108,74,290,112,74,C,DALLAS AREA,Y,R,30,3,3,WCMB,1,1,O,8,M,M,1,M,9,2,C,B,0,H,U,U,U,U,U,Y,578,1000248
178,1755,57,7,648,65,65,0,3,-1754,-135,30,0,1,0,102,0,836,0,218,0,712,0,0,2,2,105,1,1605,0,556,153,239,2,19,777,0,1967,0,90,0,195,0,31,836,712,0,14,1,55,1,1,N,A,N,40397,115478,10161,9976,113988,39848,188,2151,752,2340,780,223,2650,811,245,C,SOUTHWEST AREA,Y,R,100,2,2,WCMB,1,1,O,6,S,S,3,M,5,1,C,B,0,N,U,U,U,U,U,Y,408,1000251
180,497,155,0,0,0,0,0,22,-450,-22,8,0,1,0,12,0,73,0,16,0,55,0,0,0,0,5,0,158,0,35,8,9,2,3,40,0,111,0,27,0,82,0,8,73,55,0,0,1,49,1,1,N,E,N,9634,28030,7640,7545,27780,9558,160,591,203,647,232,187,610,203,195,S,DALLAS AREA,Y,N,130,10,5,WCMB,1,0,O,7,M,U,2,M,8,2,C,G,0,S,U,U,U,U,U,Y,195,1000252
104,1250,75,2,0,0,0,0,4,-538,3,50,0,7,0,47,0,254,0,205,0,171,0,0,0,0,80,0,381,0,399,5,4,1,2,289,0,762,0,7,0,17,0,57,254,171,0,9,1,48,2,1,N,A,N,35148,84028,6573,6468,83918,35118,138,1786,747,1430,537,103,1290,529,167,T,SOUTHWEST AREA,Y,N,60,4,3,WCMB,1,1,O,6,S,U,2,M,7,1,C,A,0,N,U,U,U,U,U,Y,305,1000255
79,961,75,0,0,0,0,0,0,-55,-3,10,0,2,0,41,0,424,0,94,0,372,0,0,0,0,47,0,475,0,187,126,169,17,71,443,0,629,0,22,0,32,0,12,424,372,0,7,1,51,6,5,N,A,N,29914,59143,3986,3849,58768,29686,79,1199,606,979,507,80,1114,573,79,S,DALLAS AREA,Y,N,60,3,2,WCMB,1,1,O,5,S,M,2,M,9,1,C,A,0,U,U,U,Y,U,U,Y,643,1000257
76,1100,75,0,0,0,0,0,0,343,0,8,0,2,0,14,0,174,0,151,0,154,0,0,0,0,75,0,431,0,385,32,35,24,34,278,0,780,0,23,0,36,0,10,174,154,0,11,1,53,4,2,N,A,N,16481,47415,3201,3052,46359,16089,76,1159,402,985,366,76,1222,444,78,C,DALLAS AREA,Y,N,200,4,3,WCMB,1,1,O,15,S,M,3,M,8,1,I,A,0,G,U,U,Y,U,U,Y,361,1000258
89,2215,85,0,36,9,9,0,5,374,-12,8,0,4,0,25,0,202,0,148,0,168,0,0,0,0,45,0,315,0,1283,83,69,72,632,172,0,572,0,142,0,1026,0,12,202,168,0,8,0,53,1,1,N,B,N,14255,49459,3601,3453,48735,14024,86,1218,351,2090,378,93,2149,391,84,C,DALLAS AREA,Y,N,130,3,3,WCMB,0,0,O,15,S,U,3,M,6,2,C,A,0,N,U,U,U,U,U,Y,693,1000261
80,1086,75,0,6,2,2,0,0,112,5,15,0,2,0,51,0,263,0,189,0,199,0,0,1,0,73,1,317,0,471,61,70,25,53,253,0,582,0,104,0,205,0,18,263,199,0,1,1,51,3,2,N,A,N,13927,29169,3099,2973,28504,13577,78,750,357,1048,502,78,1069,520,75,T,SOUTHWEST AREA,N,N,80,5,2,WC,1,1,O,6,S,M,2,M,7,1,I,A,0,U,U,U,Y,U,U,Y,804,1000262
51,432,50,0,6,1,1,0,0,139,2,1,0,1,0,10,0,72,0,10,0,60,0,0,0,0,4,0,207,0,30,13,12,1,3,59,0,191,0,11,0,46,0,2,72,60,0,0,0,55,2,1,N,AA,N,5245,17771,2796,2736,17749,5232,52,335,99,386,116,50,426,127,51,S,CENTRAL/SOUTH TEXAS AREA,Y,N,150,4,3,WCMB,1,1,O,15,S,M,4,M,7,2,C,A,0,H,U,U,U,U,U,Y,443,1000265
92,80,95,0,0,0,0,0,0,-62,-5,0,0,0,0,3,0,8,0,0,0,5,0,0,0,0,0,0,8,0,0,2,4,0,0,5,0,8,0,0,0,0,0,0,8,5,0,0,1,50,3,2,Y,B,N,12215,34383,4546,4171,34240,12169,85,699,248,100,25,94,75,19,93,R,MIDWEST AREA,N,R,30,4,4,WC,0,0,O,2,S,U,2,M,5,2,C,A,0,S,U,U,U,U,U,Y,358,1000267
34,656,45,0,0,0,0,0,0,13,0,3,0,7,0,538,0,744,0,25,0,197,0,6,8,5,10,0,392,0,63,34,36,12,36,85,0,124,0,135,0,331,0,10,744,197,0,0,1,48,3,2,Y,B,N,15898,54832,3750,3658,54455,15757,78,1159,335,652,221,34,626,218,32,U,CENTRAL/SOUTH TEXAS AREA,Y,N,200,7,4,WCMB,0,0,O,13,S,M,3,M,9,2,C,A,0,N,U,U,U,U,U,Y,431,1000269
41,264,35,0,14,4,4,0,0,-104,-6,5,0,10,0,5,0,70,0,29,0,51,0,0,0,0,7,0,119,0,138,25,27,0,0,50,0,171,0,28,0,85,0,15,70,51,0,1,1,52,1,1,Y,A,N,7789,24355,3203,3167,24352,7788,63,487,156,299,117,43,288,115,40,T,SOUTH FLORIDA AREA,Y,R,10,3,3,WC,1,0,O,15,S,S,4,M,9,1,C,A,0,N,U,U,U,U,U,Y,650,1000273
121,1333,75,0,229,46,46,0,0,-233,-46,17,0,8,0,51,0,330,0,248,0,260,0,3,36,34,120,0,515,0,404,56,50,76,126,390,0,674,0,112,0,245,0,25,330,260,0,17,0,54,2,2,N,BA,N,40653,70637,4692,4586,70314,40436,86,1327,763,1410,610,136,1599,781,116,R,TENNESSEE AREA,Y,N,200,14,9,WCMB,1,1,O,12,M,M,4,M,6,2,C,A,0,N,U,U,U,U,U,Y,115,1000274
125,1104,60,0,250,25,25,0,0,-431,-34,2,0,1,0,64,0,205,0,49,0,140,0,6,9,4,14,0,740,0,265,28,27,10,95,144,0,700,0,41,0,305,0,3,205,140,0,5,1,54,1,1,N,A,N,13128,62265,5633,5535,61871,13046,104,1167,246,1248,233,137,1597,314,147,S,OHIO AREA,Y,N,80,2,2,WCMB,0,0,O,4,S,M,2,M,2,2,G,A,0,N,U,U,Y,U,U,Y,348,1000275
79,434,70,0,71,28,28,0,0,-254,-29,10,0,0,0,27,0,136,0,71,0,100,0,0,0,0,39,0,293,0,204,26,28,7,27,97,0,288,0,50,0,209,0,10,136,100,0,0,1,54,1,1,U,A,N,16315,52035,4281,4213,51195,15996,81,984,308,519,121,88,637,136,84,S,GREAT LAKES AREA,Y,N,150,9,9,WCMB,0,0,O,4,S,M,5,M,4,2,C,A,0,I,U,U,U,U,U,Y,86,1000278
316,3148,75,18,1306,131,131,0,0,997,14,17,0,25,0,89,0,575,0,188,0,450,0,5,12,8,73,0,1444,0,789,77,95,14,43,472,0,1698,0,149,0,535,0,42,575,450,0,38,1,50,2,2,N,A,N,32467,107485,8658,8516,106833,32245,224,2811,849,2816,829,312,3093,932,285,C,DALLAS AREA,Y,N,130,2,2,WCMB,1,0,O,8,S,M,2,M,6,1,I,A,0,N,U,U,Y,U,U,N,631,1000279
34,204,30,1,2,1,1,0,0,39,3,1,0,0,0,5,0,61,0,12,0,56,0,0,0,0,5,0,90,0,32,8,4,1,1,51,0,94,0,16,0,27,0,1,61,56,0,0,1,54,2,2,U,B,N,12490,33463,4455,4185,33391,12453,80,642,240,191,80,32,217,84,35,R,CENTRAL/SOUTH TEXAS AREA,Y,N,150,7,5,WCMB,1,0,O,1,S,M,3,M,7,1,C,A,0,D,U,U,U,U,U,Y,18,1000283
76,1262,75,0,1,0,0,0,0,-65,0,5,0,7,0,132,0,456,1,158,0,313,0,1,9,8,65,1,464,0,367,67,38,33,52,207,0,328,0,264,0,502,0,12,457,314,0,9,0,48,1,1,Y,B,N,21566,60025,4231,4125,59869,21507,88,1274,458,1284,629,76,1178,573,78,T,CENTRAL/SOUTH TEXAS AREA,Y,R,130,8,8,WCMB,1,0,O,15,S,M,5,M,6,2,I,B,0,H,U,U,U,U,U,Y,25,1000296
85,194,75,2,0,0,0,0,0,-52,-6,0,0,1,0,13,0,32,0,11,0,18,0,0,0,0,8,0,29,0,14,0,1,0,0,24,0,43,0,2,0,1,0,1,32,18,0,0,1,54,1,1,Y,C,N,60976,112961,8773,8603,111960,60472,165,2153,1163,212,77,87,251,105,84,R,SOUTHWEST AREA,N,N,30,2,2,WC,0,0,O,6,S,M,2,M,8,2,C,A,0,N,U,U,U,U,U,Y,1120,1000299
50,197,50,0,0,0,0,0,0,64,0,2,0,4,0,11,0,80,0,20,0,65,0,0,0,0,11,0,99,0,25,8,5,2,2,72,0,113,0,12,0,10,0,6,80,65,0,0,1,50,2,2,Y,A,N,3073,6565,2101,2014,6285,2972,53,165,78,176,81,50,168,85,52,R,TENNESSEE AREA,Y,N,80,5,4,WCMB,1,0,O,7,S,S,3,M,3,2,C,A,0,Z,U,U,U,U,U,Y,308,1000306
105,1206,75,19,0,0,0,0,0,134,10,9,0,2,0,77,0,605,0,36,0,517,0,0,0,0,26,0,618,0,29,56,34,4,5,433,0,538,0,108,0,109,0,11,605,517,0,4,0,50,1,1,N,C,N,21418,46920,4808,4496,46920,21418,92,958,437,1162,596,102,1113,517,100,S,PHILADELPHIA AREA,Y,N,150,5,4,WCMB,0,0,O,7,S,S,1,M,6,2,C,A,0,N,U,U,U,U,U,Y,54,1000307
48,430,50,0,0,0,0,0,0,-30,-8,0,0,2,0,17,0,128,0,64,0,109,0,0,0,0,21,0,193,0,131,14,7,0,0,151,0,242,0,23,0,82,0,2,128,109,0,1,1,54,1,1,Y,A,N,12681,36185,3524,3446,35938,12619,65,678,238,440,224,50,387,189,50,T,CENTRAL/SOUTH TEXAS AREA,Y,N,200,2,2,WCMB,0,0,O,11,S,M,4,M,7,1,C,A,0,N,U,U,U,U,U,Y,6,1000308
164,2380,75,2,510,51,51,0,2,-446,-24,26,0,7,0,64,0,594,1,355,0,508,1,1,10,10,188,0,959,2,757,91,178,24,47,649,0,1409,1,133,1,308,1,33,595,509,0,0,1,48,1,1,Y,A,N,42006,101256,6208,6121,101138,41968,130,2152,893,2528,1012,172,2604,1022,192,C,SOUTHWEST AREA,T,N,100,9,5,WCMB,0,0,O,4,S,U,2,M,5,2,C,A,0,N,U,U,U,U,U,N,217,1000311
52,409,50,0,0,0,0,0,0,18,-2,2,0,5,0,27,0,152,0,24,0,118,0,3,3,2,12,0,255,0,59,21,22,3,19,117,0,260,0,25,0,54,0,7,152,118,0,1,0,50,1,1,N,A,N,9650,25004,2925,2863,24923,9619,58,509,196,403,156,52,425,171,53,U,HOUSTON AREA,Y,R,30,3,3,WCMB,1,1,O,1,S,A,4,M,9,2,I,A,0,N,U,U,U,U,U,Y,53,1000312
35,79,35,0,0,0,0,0,0,36,0,1,0,0,0,5,0,32,0,20,0,26,0,0,0,0,11,0,34,0,20,9,7,11,11,25,0,29,0,21,0,25,0,1,32,26,0,0,1,50,4,1,N,A,N,3915,5524,1403,1375,5474,3886,35,140,100,67,41,35,55,35,36,S,DALLAS AREA,N,N,30,3,3,WCMB,1,0,O,5,S,U,3,M,6,2,C,A,0,B,U,U,U,U,U,Y,678,1000313
71,811,58,0,95,10,10,0,0,354,-11,2,0,12,0,78,0,270,0,73,0,178,0,6,56,53,36,0,384,0,162,27,39,26,52,165,0,391,0,86,0,155,0,14,270,178,0,2,1,50,2,2,N,A,N,14020,30179,3140,3059,30080,13979,62,614,285,693,312,74,675,307,73,R,CENTRAL/SOUTH TEXAS AREA,N,R,80,10,6,WCMB,1,0,O,4,S,U,2,M,3,1,I,A,0,H,U,Y,U,U,U,Y,95,1000314
86,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,5,4,Y,A,N,64778,105123,5844,5710,104818,64579,116,2139,1318,0,0,86,1147,663,112,S,CENTRAL/SOUTH TEXAS AREA,Y,N,130,13,5,WCMB,0,0,O,1,S,A,2,M,6,1,B,A,0,H,U,U,U,U,U,Y,468,1000315
151,2163,77,4,214,61,60,1,4,-45,-3,8,0,16,0,93,0,526,0,197,0,410,0,0,0,0,70,0,847,0,760,127,123,78,395,416,0,1016,0,189,0,591,0,24,526,410,0,19,1,54,1,1,N,A,N,19653,64545,6000,5930,64385,19614,112,1215,370,2178,739,151,2003,661,143,S,CENTRAL/SOUTH TEXAS AREA,Y,N,200,8,5,WCMB,1,1,O,3,S,S,1,M,4,2,C,A,1,H,U,U,U,U,U,Y,369,1000316
530,5863,202,55,1565,215,215,0,0,106,-64,8,0,64,0,157,0,1413,0,589,0,1186,0,5,25,22,216,1,2249,0,1667,343,549,142,434,1356,0,3090,0,418,0,826,0,72,1414,1187,0,127,0,52,1,1,N,A,N,77444,174467,12719,12626,174383,77419,248,3419,1518,5828,2041,551,5589,2176,485,U,CENTRAL/SOUTH TEXAS AREA,Y,N,150,8,4,WCMB,1,1,O,0,M,B,1,M,2,2,B,C,0,G,U,U,U,U,U,Y,187,1000318
81,1270,87,1,0,0,0,0,0,328,0,3,0,4,0,21,0,225,0,141,1,198,0,2,3,2,49,0,432,0,573,37,32,3,26,195,0,555,0,143,0,450,0,7,225,198,0,7,0,52,1,1,Y,A,N,24339,77753,6008,5922,77675,24328,116,1523,477,1161,317,81,1518,435,85,U,DALLAS AREA,Y,N,200,8,4,WCMB,1,1,O,4,M,M,1,M,9,2,C,C,0,N,U,U,U,U,U,Y,369,1000322
105,1122,87,9,0,0,0,0,4,86,-8,7,0,3,0,30,0,258,0,64,0,219,0,2,24,22,21,0,529,0,244,80,180,18,65,207,0,551,0,71,0,222,0,10,258,219,0,0,0,48,3,3,Y,A,N,13453,42142,5094,5019,42103,13439,109,915,292,1093,367,108,1244,397,115,R,MIDWEST AREA,Y,R,100,9,6,WCMB,1,1,O,6,M,U,2,M,6,1,C,B,0,S,U,U,U,U,U,Y,198,1000325
